InvoiceNo,CustomerID,ProductID,Category,Country,InvoiceDate,Quantity,UnitPrice,DiscountPercent,LineTotal,PaymentMethod,CustomerAge,MembershipLevel
INV11882,1112,388,Home,UK,2024-05-02,-1,87.37,20,-69.9,Card,43,Platinum
INV11883,1186,331,Fashion,France,2024-01-01,5,65.06,10,292.77,Card,32,Gold
INV11884,1806,258,Sports,Germany,2024-06-01,0,34.02,15,0.0,Cash,63,Standard
INV11885,1743,356,Electronics,Germany,2024-09-02,8,21.79,5,165.6,PayPal,64,Platinum
INV11886,1226,282,Fashion,Germany,2024-01-22,1,41.29,10,37.16,Card,65,Silver
INV11887,1309,333,Sports,Spain,2024-11-18,-1,23.54,15,-20.01,Bank Transfer,45,Standard
INV11888,1097,320,Home,France,2024-09-09,5,57.89,5,274.98,PayPal,21,Standard
INV11889,1054,376,Fashion,France,2024-09-02,2,33.7,15,57.29,Card,36,Standard
INV11890,1622,367,Electronics,Spain,2024-06-01,5,9.27,5,44.03,PayPal,41,Standard
INV11891,1663,282,Home,Germany,2024-07-22,2,82.49,15,140.23,Card,57,Standard
INV11892,1757,392,Books,France,2024-10-27,2,66.18,10,119.12,Bank Transfer,23,Silver
INV11893,1405,396,Books,UK,2024-06-29,0,41.52,10,0.0,PayPal,33,Gold
INV11894,1068,226,Fashion,UK,2024-07-01,4,98.91,20,316.51,Card,49,Standard
INV11895,1311,279,Home,Germany,2024-05-12,4,61.2,20,195.84,Card,47,Gold
INV11896,1288,333,Sports,Germany,2024-04-28,1,3.58,5,3.4,Bank Transfer,52,Gold
INV11897,1761,212,Sports,UK,2024-02-10,2,62.38,0,124.76,Bank Transfer,25,Platinum
INV11898,1547,263,Sports,UK,2024-06-21,7,57.39,20,321.38,Card,22,Silver
INV11899,1750,389,Sports,Spain,2024-06-21,2,54.63,20,87.41,Card,54,Standard
INV11900,1147,346,Fashion,UK,2024-09-25,4,67.22,15,228.55,Cash,29,Gold
INV11901,1466,279,Sports,UK,2024-04-24,2,68.63,15,116.67,Cash,42,Platinum
INV11902,1738,322,Home,UK,2024-01-11,1,62.09,5,58.99,PayPal,50,Gold
INV11903,1243,242,Books,Germany,2024-11-16,8,59.43,5,451.67,PayPal,56,Standard
INV11904,1490,288,Fashion,France,2024-05-22,0,78.86,15,0.0,Cash,41,Silver
INV11905,1848,347,Home,UK,2024-01-08,3,14.76,0,44.28,Card,28,Silver
INV11906,1957,294,Electronics,Germany,2024-10-27,5,13.93,20,55.72,Bank Transfer,59,Standard
INV11907,1506,395,Books,Germany,2024-08-27,8,58.04,5,441.1,PayPal,52,Gold
INV11908,1364,371,Home,Germany,2024-04-05,6,39.37,15,200.79,Card,57,Platinum
INV11909,1481,350,Books,Germany,2024-03-12,2,22.44,10,40.39,Bank Transfer,18,Silver
INV11910,1200,201,Fashion,France,2024-03-22,0,64.59,20,0.0,Bank Transfer,25,Silver
INV11911,1153,319,Electronics,Spain,2024-04-24,6,28.97,15,147.75,Card,40,Gold
INV11912,1449,221,Sports,France,2024-01-09,0,48.13,15,0.0,Card,37,Gold
INV11913,1500,314,Electronics,Spain,2024-05-21,5,53.97,0,269.85,PayPal,49,Gold
INV11914,1072,256,Home,Spain,2024-04-03,3,89.26,10,241.0,Cash,28,Platinum
INV11915,1712,271,Fashion,UK,2024-09-02,5,74.34,15,315.95,Card,24,Gold
INV11916,1295,206,Sports,Spain,2024-09-21,-2,15.27,0,-30.54,Cash,47,Platinum
INV11917,1016,383,Fashion,Spain,2024-09-02,1,72.85,15,61.92,PayPal,65,Standard
INV11918,1640,318,Electronics,UK,2024-08-17,6,48.94,20,234.91,Cash,56,Platinum
INV11919,1216,394,Books,Spain,2024-08-15,0,50.03,10,0.0,Cash,30,Gold
INV11920,1060,313,Electronics,UK,2024-08-03,8,72.44,5,550.54,Bank Transfer,59,Platinum
INV11921,1938,215,Fashion,France,2024-09-14,4,72.04,0,288.16,PayPal,66,Platinum
INV11922,1615,282,Electronics,UK,2024-10-03,1,76.87,20,61.5,Card,20,Platinum
INV11923,1041,378,Fashion,Spain,2024-11-08,5,10.36,20,41.44,Cash,24,Silver
INV11924,1024,271,Sports,Germany,2024-05-25,4,29.94,0,119.76,PayPal,60,Gold
INV11925,1038,323,Books,Germany,2024-09-22,0,84.8,0,0.0,Bank Transfer,30,Platinum
INV11926,1802,312,Books,Spain,2024-05-29,1,41.33,10,37.2,Bank Transfer,54,Gold
INV11927,1130,211,Electronics,UK,2024-12-27,1,12.53,10,11.28,Cash,42,Standard
INV11928,1497,325,Fashion,Spain,2024-09-11,5,12.1,20,48.4,Cash,40,Platinum
INV11929,1228,252,Fashion,Spain,2024-02-04,3,39.24,15,100.06,Card,68,Platinum
INV11930,1107,274,Books,France,2024-11-12,3,16.76,20,40.22,PayPal,64,Standard
INV11931,1171,332,Electronics,Spain,2024-10-04,0,75.28,20,0.0,Card,50,Gold
INV11932,1434,226,Sports,Germany,2024-08-07,8,18.95,15,128.86,Card,22,Standard
INV11933,1477,339,Electronics,France,2024-08-15,7,52.46,0,367.22,Bank Transfer,49,Standard
INV11934,1101,344,Sports,Spain,2024-02-27,6,26.56,20,127.49,PayPal,47,Standard
INV11935,1865,333,Home,France,2024-05-15,9,15.42,0,138.78,Card,48,Standard
INV11936,1523,296,Home,France,2024-02-12,-2,72.72,5,-138.17,Bank Transfer,30,Gold
INV11937,1274,204,Home,Spain,2024-10-28,-1,48.68,10,-43.81,Cash,59,Platinum
INV11938,1612,256,Books,France,2024-09-02,3,33.02,5,94.11,Card,22,Standard
INV11939,1043,355,Electronics,Spain,2024-12-11,-2,78.29,20,-125.26,Cash,40,Standard
INV11940,1954,277,Books,Spain,2024-08-27,9,56.91,0,512.19,PayPal,18,Silver
INV11941,1816,268,Books,Germany,2024-03-30,6,70.43,10,380.32,Card,27,Gold
INV11942,1956,317,Fashion,Spain,2024-07-21,-1,23.69,5,-22.51,Cash,67,Standard
INV11943,1016,319,Electronics,Germany,2024-11-17,5,34.07,5,161.83,Cash,44,Silver
INV11944,1329,258,Home,UK,2024-08-22,9,57.87,20,416.66,PayPal,25,Standard
INV11945,1568,232,Electronics,France,2024-05-24,8,67.31,20,430.78,Bank Transfer,69,Gold
INV11946,1822,261,Electronics,Germany,2024-04-04,7,52.6,15,312.97,Bank Transfer,20,Silver
INV11947,1496,249,Home,Germany,2024-11-20,6,15.43,15,78.69,Card,36,Silver
INV11948,1814,311,Sports,France,2024-05-01,2,79.74,20,127.58,Cash,68,Gold
INV11949,1011,218,Books,Spain,2024-06-13,5,52.38,0,261.9,Bank Transfer,19,Silver
INV11950,1317,396,Sports,Spain,2024-12-04,2,62.1,15,105.57,Card,66,Silver
INV11951,1591,322,Fashion,Germany,2024-03-11,9,27.36,0,246.24,Cash,48,Standard
INV11952,1215,393,Home,UK,2024-09-02,-2,61.91,20,-99.06,Card,65,Silver
INV11953,1338,246,Fashion,France,2024-10-29,7,92.59,20,518.5,PayPal,27,Platinum
INV11954,1775,366,Books,UK,2024-09-13,2,15.35,15,26.1,Card,33,Gold
INV11955,1990,395,Home,France,2024-05-03,-2,5.55,10,-9.99,PayPal,54,Standard
INV11956,1660,232,Books,France,2024-09-19,-1,30.69,0,-30.69,Cash,37,Silver
INV11957,1080,340,Books,Germany,2024-01-27,-2,21.06,0,-42.12,Cash,20,Platinum
INV11958,1726,283,Electronics,UK,2024-01-17,4,38.73,5,147.17,Cash,52,Standard
INV11959,1484,381,Books,France,2024-05-02,2,76.98,10,138.56,Card,51,Gold
INV11960,1373,334,Books,France,2024-12-08,3,48.35,20,116.04,Cash,38,Silver
INV11961,1975,278,Home,Spain,2024-09-17,1,7.44,20,5.95,Cash,53,Gold
INV11962,1709,213,Fashion,France,2024-08-11,1,43.84,10,39.46,PayPal,49,Gold
INV11963,1199,346,Sports,UK,2024-06-20,4,22.92,15,77.93,Cash,35,Silver
INV11964,1536,327,Sports,Germany,2024-05-30,7,16.59,15,98.71,Cash,51,Silver
INV11965,1465,253,Sports,Spain,2024-03-07,9,19.01,20,136.87,Cash,55,Standard
INV11966,1088,347,Home,Germany,2024-02-29,9,92.05,5,787.03,Bank Transfer,20,Gold
INV11967,1267,228,Electronics,Spain,2024-06-27,7,25.5,10,160.65,Cash,20,Silver
INV11968,1654,223,Books,Germany,2024-09-30,5,29.29,0,146.45,Card,44,Gold
INV11969,1570,281,Home,Germany,2024-01-07,9,52.63,0,473.67,PayPal,19,Silver
INV11970,1921,262,Home,France,2024-12-12,9,14.41,10,116.72,Cash,20,Gold
INV11971,1488,304,Books,UK,2024-01-26,-2,23.31,20,-37.3,Card,34,Standard
INV11972,1876,256,Books,UK,2024-10-25,0,15.69,15,0.0,PayPal,63,Gold
INV11973,1537,335,Home,UK,2024-04-06,2,59.32,10,106.78,PayPal,56,Silver
INV11974,1046,261,Home,Germany,2024-07-30,-2,9.38,15,-15.95,Card,55,Platinum
INV11975,1287,356,Fashion,Spain,2024-01-04,9,63.21,5,540.45,Card,57,Standard
INV11976,1777,216,Sports,UK,2024-09-29,5,80.77,0,403.85,Bank Transfer,36,Standard
INV11977,1015,265,Fashion,Spain,2024-11-13,7,28.3,0,198.1,Bank Transfer,36,Platinum
INV11978,1710,205,Fashion,France,2024-11-06,0,11.79,0,0.0,Cash,61,Silver
INV11979,1400,257,Home,France,2024-08-31,9,97.89,15,748.86,Bank Transfer,22,Standard
INV11980,1918,268,Sports,France,2024-01-21,-1,87.44,10,-78.7,Card,22,Platinum
INV11981,1793,355,Electronics,Spain,2024-10-21,2,21.27,5,40.41,Bank Transfer,31,Platinum
INV11982,1980,261,Electronics,France,2024-11-15,2,90.14,5,171.27,PayPal,44,Gold
INV11983,1085,368,Sports,UK,2024-05-17,5,89.23,0,446.15,Card,66,Gold
INV11984,1249,396,Home,Germany,2024-02-29,7,76.94,5,511.65,Cash,65,Silver
INV11985,1390,281,Books,France,2024-05-12,0,54.15,20,0.0,PayPal,53,Platinum
INV11986,1781,368,Sports,France,2024-05-26,2,94.07,15,159.92,PayPal,57,Gold
INV11987,1334,376,Sports,Spain,2024-05-24,5,52.91,10,238.09,PayPal,52,Silver
INV11988,1628,376,Fashion,Germany,2024-11-15,6,88.38,15,450.74,Card,38,Standard
INV11989,1518,270,Books,France,2024-08-07,9,72.34,10,585.95,Card,22,Gold
INV11990,1136,330,Electronics,France,2024-02-13,6,68.0,0,408.0,Cash,41,Silver
INV11991,1882,209,Fashion,Spain,2024-03-17,9,32.38,20,233.14,Bank Transfer,56,Gold
INV11992,1687,297,Books,Spain,2024-12-29,5,10.37,15,44.07,Bank Transfer,67,Standard
INV11993,1839,288,Electronics,France,2024-11-03,-2,43.23,5,-82.14,Bank Transfer,41,Standard
INV11994,1497,234,Books,France,2024-10-28,3,99.82,20,239.57,Bank Transfer,57,Gold
INV11995,1826,201,Books,Germany,2024-04-20,-1,25.24,10,-22.72,PayPal,60,Standard
INV11996,1726,323,Sports,UK,2024-06-21,-2,51.32,20,-82.11,Card,63,Silver
INV11997,1476,223,Electronics,Spain,2024-05-10,3,17.76,20,42.62,Bank Transfer,67,Gold
INV11998,1593,273,Home,Spain,2024-08-02,-2,73.33,5,-139.33,PayPal,30,Gold
INV11999,1222,365,Sports,France,2024-11-08,3,45.48,0,136.44,Card,55,Standard
INV12000,1989,221,Home,France,2024-01-14,1,4.42,5,4.2,Card,62,Silver
INV12001,1371,353,Fashion,Germany,2024-05-31,0,92.21,0,0.0,Card,18,Gold
INV12002,1934,370,Fashion,Spain,2024-05-16,7,87.03,20,487.37,PayPal,60,Gold
INV12003,1994,382,Sports,Spain,2024-07-20,4,62.36,10,224.5,Bank Transfer,56,Standard
INV12004,1401,238,Home,Germany,2024-08-21,5,2.99,5,14.2,Card,27,Standard
INV12005,1442,356,Home,Spain,2024-10-12,5,74.05,20,296.2,PayPal,19,Silver
INV12006,1489,219,Home,Germany,2024-10-30,9,95.98,0,863.82,Card,33,Silver
INV12007,1614,240,Fashion,France,2024-04-16,3,42.6,20,102.24,Cash,54,Standard
INV12008,1272,381,Home,France,2024-02-13,4,68.18,5,259.08,Cash,33,Silver
INV12009,1525,347,Electronics,Germany,2024-03-14,-1,21.68,5,-20.6,PayPal,40,Platinum
INV12010,1158,307,Electronics,Germany,2024-12-20,2,37.29,0,74.58,Bank Transfer,43,Platinum
INV12011,1151,346,Sports,Germany,2024-11-26,2,45.53,0,91.06,Bank Transfer,33,Standard
INV12012,1994,283,Sports,Germany,2024-05-08,1,97.63,20,78.1,Card,44,Gold
INV12013,1619,310,Books,France,2024-03-01,6,56.93,5,324.5,Bank Transfer,64,Standard
INV12014,1187,265,Home,Spain,2024-12-29,5,99.89,5,474.48,Bank Transfer,58,Standard
INV12015,1812,357,Books,UK,2024-10-30,9,5.18,15,39.63,Cash,47,Standard
INV12016,1097,252,Electronics,France,2024-05-25,7,30.25,15,179.99,PayPal,50,Gold
INV12017,1130,233,Books,UK,2024-08-28,3,56.93,15,145.17,Cash,49,Platinum
INV12018,1804,349,Sports,UK,2024-10-13,5,94.55,5,449.11,PayPal,26,Silver
INV12019,1170,266,Sports,Germany,2024-07-22,-1,28.5,10,-25.65,Card,28,Platinum
INV12020,1935,333,Books,Germany,2024-05-10,7,18.63,15,110.85,Cash,54,Silver
INV12021,1985,226,Sports,France,2024-11-29,-1,96.95,0,-96.95,PayPal,23,Silver
INV12022,1182,209,Home,UK,2024-07-07,1,18.64,15,15.84,Bank Transfer,47,Standard
INV12023,1982,272,Books,Germany,2024-12-30,5,76.01,20,304.04,PayPal,57,Standard
INV12024,1363,295,Books,Germany,2024-02-18,1,44.01,15,37.41,Bank Transfer,32,Silver
INV12025,1038,247,Home,Germany,2024-10-27,7,83.89,10,528.51,Card,65,Gold
INV12026,1526,269,Fashion,Germany,2024-08-25,-2,23.86,20,-38.18,Bank Transfer,47,Gold
INV12027,1887,386,Books,Spain,2024-07-19,5,48.97,5,232.61,PayPal,35,Gold
INV12028,1496,299,Fashion,Germany,2024-03-06,1,66.17,10,59.55,Cash,29,Gold
INV12029,1515,258,Fashion,Germany,2024-05-25,6,51.15,15,260.86,PayPal,21,Standard
INV12030,1348,201,Fashion,Spain,2024-06-10,5,70.93,20,283.72,Cash,33,Platinum
INV12031,1981,356,Sports,France,2024-04-16,-1,27.8,0,-27.8,PayPal,40,Platinum
INV12032,1920,395,Home,Germany,2024-09-06,5,95.4,0,477.0,PayPal,28,Silver
INV12033,1396,264,Home,Spain,2024-06-20,6,38.47,0,230.82,Card,41,Gold
INV12034,1721,282,Fashion,Germany,2024-08-21,2,44.53,5,84.61,Bank Transfer,39,Standard
INV12035,1160,353,Sports,UK,2024-04-21,3,14.2,15,36.21,PayPal,56,Standard
INV12036,1015,209,Fashion,UK,2024-09-01,3,60.12,10,162.32,Cash,32,Standard
INV12037,1492,252,Sports,France,2024-01-13,7,90.98,5,605.02,Bank Transfer,66,Silver
INV12038,1425,278,Books,Germany,2024-05-31,-1,54.15,10,-48.74,Card,32,Standard
INV12039,1107,258,Home,Germany,2024-07-01,6,23.5,20,112.8,Bank Transfer,27,Silver
INV12040,1893,349,Electronics,Spain,2024-06-02,2,48.11,0,96.22,PayPal,45,Silver
INV12041,1449,378,Home,Spain,2024-02-07,2,85.22,0,170.44,Cash,53,Silver
INV12042,1310,247,Books,France,2024-03-05,8,31.96,15,217.33,Cash,34,Silver
INV12043,1738,348,Electronics,Germany,2024-07-13,6,33.02,5,188.21,Bank Transfer,53,Standard
INV12044,1169,322,Electronics,Spain,2024-06-14,2,36.93,20,59.09,Cash,39,Standard
INV12045,1545,221,Sports,France,2024-06-06,-2,51.08,10,-91.94,PayPal,40,Platinum
INV12046,1413,299,Sports,France,2024-01-27,8,16.53,20,105.79,Cash,46,Standard
INV12047,1250,297,Fashion,France,2024-08-29,6,84.75,15,432.22,Cash,39,Gold
INV12048,1758,357,Home,France,2024-09-27,-1,22.56,0,-22.56,Cash,28,Gold
INV12049,1780,224,Fashion,France,2024-08-29,-2,70.23,20,-112.37,PayPal,53,Silver
INV12050,1140,227,Electronics,Spain,2024-07-02,7,2.58,10,16.25,Card,61,Silver
INV12051,1273,392,Sports,France,2024-11-04,0,26.55,5,0.0,Cash,46,Silver
INV12052,1415,312,Home,France,2024-10-16,-1,16.28,0,-16.28,Card,59,Platinum
INV12053,1607,244,Books,Spain,2024-11-01,5,65.37,0,326.85,Bank Transfer,49,Silver
INV12054,1738,267,Books,Germany,2024-10-28,9,96.3,0,866.7,Bank Transfer,31,Platinum
INV12055,1890,206,Home,Germany,2024-05-04,-2,41.07,20,-65.71,PayPal,35,Silver
INV12056,1038,248,Home,Germany,2024-03-22,-2,28.72,15,-48.82,PayPal,55,Gold
INV12057,1813,336,Fashion,Spain,2024-09-21,3,89.86,15,229.14,PayPal,54,Silver
INV12058,1028,363,Fashion,UK,2024-01-31,5,42.61,10,191.74,PayPal,51,Standard
INV12059,1957,282,Home,UK,2024-09-22,3,95.95,10,259.07,Card,62,Silver
INV12060,1476,328,Fashion,Spain,2024-02-01,9,98.67,15,754.83,PayPal,40,Standard
INV12061,1317,337,Home,Germany,2024-03-14,6,15.49,5,88.29,Card,49,Standard
INV12062,1244,363,Books,France,2024-04-30,-1,69.71,20,-55.77,Cash,63,Standard
INV12063,1747,272,Books,France,2024-05-15,7,45.83,15,272.69,Cash,20,Standard
INV12064,1696,245,Fashion,France,2024-02-20,5,57.35,0,286.75,Bank Transfer,60,Platinum
INV12065,1271,305,Fashion,UK,2024-11-06,5,82.73,5,392.97,Bank Transfer,39,Platinum
INV12066,1439,359,Books,France,2024-11-08,4,84.14,5,319.73,Card,40,Silver
INV12067,1747,231,Books,Spain,2024-06-23,6,22.92,0,137.52,PayPal,21,Silver
INV12068,1238,205,Fashion,UK,2024-06-19,3,64.11,15,163.48,Bank Transfer,30,Platinum
INV12069,1376,375,Books,Spain,2024-03-25,1,15.82,15,13.45,Card,49,Silver
INV12070,1265,365,Home,France,2024-05-16,1,24.32,5,23.1,Bank Transfer,46,Silver
INV12071,1925,344,Electronics,France,2024-10-23,4,44.86,5,170.47,PayPal,57,Platinum
INV12072,1920,273,Fashion,Spain,2024-10-24,8,58.0,20,371.2,Card,57,Platinum
INV12073,1358,313,Electronics,Germany,2024-11-01,0,58.0,10,0.0,Bank Transfer,62,Silver
INV12074,1339,226,Home,Spain,2024-04-15,5,96.17,20,384.68,PayPal,27,Platinum
INV12075,1388,253,Fashion,UK,2024-11-07,-2,19.97,20,-31.95,Card,30,Gold
INV12076,1576,377,Fashion,Germany,2024-11-24,6,40.49,20,194.35,Card,62,Standard
INV12077,1989,362,Sports,France,2024-12-25,3,7.42,0,22.26,Card,34,Standard
INV12078,1688,284,Electronics,Spain,2024-12-21,0,56.39,5,0.0,Cash,55,Gold
INV12079,1002,326,Books,Germany,2024-02-28,-1,67.36,5,-63.99,Card,19,Gold
INV12080,1428,352,Sports,UK,2024-05-14,2,65.14,0,130.28,Bank Transfer,34,Silver
INV12081,1141,355,Home,France,2024-12-22,-1,87.52,5,-83.14,Card,61,Silver
INV12082,1375,310,Sports,Spain,2024-11-28,9,87.57,15,669.91,Card,43,Standard
INV12083,1669,214,Books,Germany,2024-08-08,5,18.1,5,85.98,Card,55,Silver
INV12084,1323,331,Fashion,UK,2024-09-20,7,26.22,0,183.54,Card,54,Standard
INV12085,1145,292,Fashion,France,2024-12-14,7,57.58,0,403.06,Card,22,Silver
INV12086,1957,322,Fashion,Spain,2024-12-27,8,76.88,5,584.29,Cash,42,Silver
INV12087,1292,272,Electronics,Germany,2024-05-20,7,44.27,15,263.41,PayPal,26,Standard
INV12088,1664,354,Home,Spain,2024-09-01,1,87.91,5,83.51,Cash,45,Gold
INV12089,1431,353,Sports,UK,2024-03-16,-1,8.25,0,-8.25,Bank Transfer,39,Gold
INV12090,1704,346,Fashion,Spain,2024-10-21,0,56.0,0,0.0,PayPal,46,Silver
INV12091,1948,291,Sports,Spain,2024-11-16,6,2.71,15,13.82,Bank Transfer,52,Gold
INV12092,1974,216,Electronics,Germany,2024-02-07,7,57.42,5,381.84,Card,37,Silver
INV12093,1584,242,Books,France,2024-08-25,9,36.75,15,281.14,Bank Transfer,22,Platinum
INV12094,1398,320,Books,France,2024-10-19,1,5.64,0,5.64,Cash,56,Platinum
INV12095,1816,240,Home,UK,2024-06-17,-1,73.18,10,-65.86,Cash,61,Platinum
INV12096,1888,369,Sports,UK,2024-03-06,0,32.6,20,0.0,Card,49,Gold
INV12097,1343,377,Fashion,UK,2024-09-22,8,69.62,10,501.26,Card,56,Gold
INV12098,1963,367,Fashion,France,2024-08-19,9,77.89,0,701.01,PayPal,27,Standard
INV12099,1139,238,Books,France,2024-04-19,6,90.48,20,434.3,Cash,57,Gold
INV12100,1186,312,Electronics,UK,2024-02-04,-2,40.03,5,-76.06,Cash,34,Silver
INV12101,1804,350,Electronics,France,2024-02-01,-1,75.28,10,-67.75,PayPal,54,Standard
INV12102,1060,310,Fashion,France,2024-05-22,5,89.05,20,356.2,Cash,32,Gold
INV12103,1996,379,Sports,Spain,2024-06-08,7,80.37,15,478.2,PayPal,26,Standard
INV12104,1938,246,Sports,UK,2024-08-30,-1,83.62,10,-75.26,Cash,49,Gold
INV12105,1379,262,Books,Germany,2024-01-17,0,19.89,10,0.0,Bank Transfer,40,Silver
INV12106,1709,309,Electronics,France,2024-04-01,-1,53.93,15,-45.84,Bank Transfer,28,Platinum
INV12107,1806,268,Electronics,Germany,2024-07-20,8,60.4,15,410.72,PayPal,30,Platinum
INV12108,1439,242,Electronics,Spain,2024-06-12,5,51.35,20,205.4,PayPal,35,Silver
INV12109,1318,375,Home,France,2024-11-21,-1,44.04,10,-39.64,Card,66,Standard
INV12110,1301,233,Home,France,2024-07-10,0,78.53,15,0.0,Cash,26,Platinum
INV12111,1343,239,Fashion,Germany,2024-10-23,0,94.57,20,0.0,Bank Transfer,59,Gold
INV12112,1010,260,Electronics,UK,2024-07-22,2,87.41,15,148.6,Card,22,Gold
INV12113,1061,377,Home,France,2024-07-02,3,11.26,20,27.02,Cash,60,Standard
INV12114,1844,394,Sports,Spain,2024-07-12,4,51.56,10,185.62,Bank Transfer,39,Standard
INV12115,1225,261,Sports,France,2024-02-13,-1,56.07,10,-50.46,Cash,49,Silver
INV12116,1152,257,Home,UK,2024-07-30,3,50.51,10,136.38,PayPal,64,Platinum
INV12117,1710,360,Home,France,2024-01-19,2,22.25,0,44.5,Bank Transfer,19,Standard
INV12118,1563,274,Home,France,2024-04-11,6,27.22,15,138.82,Bank Transfer,38,Platinum
INV12119,1771,215,Home,France,2024-08-15,7,67.75,15,403.11,Card,45,Platinum
INV12120,1570,281,Sports,France,2024-05-20,0,7.84,10,0.0,Cash,69,Gold
INV12121,1583,293,Fashion,UK,2024-10-21,6,41.62,15,212.26,PayPal,41,Standard
INV12122,1659,247,Books,France,2024-08-18,2,86.75,10,156.15,PayPal,41,Silver
INV12123,1860,337,Fashion,Germany,2024-09-13,-1,6.38,5,-6.06,Cash,31,Standard
INV12124,1574,281,Sports,UK,2024-02-17,6,23.48,10,126.79,Cash,54,Platinum
INV12125,1309,237,Fashion,Spain,2024-08-16,4,94.18,10,339.05,PayPal,44,Gold
INV12126,1884,326,Electronics,Germany,2024-11-06,-2,71.01,0,-142.02,Cash,41,Standard
INV12127,1242,218,Home,Spain,2024-06-04,2,20.51,20,32.82,Card,23,Standard
INV12128,1492,363,Books,France,2024-12-07,5,40.9,0,204.5,Cash,43,Standard
INV12129,1365,386,Electronics,France,2024-09-19,2,56.5,10,101.7,Card,32,Silver
INV12130,1329,262,Sports,France,2024-09-28,5,26.8,10,120.6,Card,46,Silver
INV12131,1106,276,Home,Spain,2024-12-08,0,62.0,10,0.0,Cash,53,Silver
INV12132,1225,373,Home,France,2024-09-08,9,78.51,10,635.93,Bank Transfer,27,Silver
INV12133,1824,330,Fashion,Spain,2024-12-03,3,67.87,20,162.89,Bank Transfer,45,Gold
INV12134,1217,301,Fashion,UK,2024-06-17,-1,37.18,15,-31.6,Card,68,Gold
INV12135,1936,264,Home,France,2024-10-12,8,4.8,15,32.64,Cash,26,Silver
INV12136,1752,319,Home,Germany,2024-05-11,4,17.31,15,58.85,Card,38,Platinum
INV12137,1505,290,Electronics,Spain,2024-09-05,8,7.63,20,48.83,Cash,27,Silver
INV12138,1258,207,Books,Germany,2024-10-03,3,50.18,0,150.54,Cash,21,Silver
INV12139,1887,378,Electronics,Germany,2024-05-23,0,26.19,10,0.0,PayPal,21,Platinum
INV12140,1773,272,Fashion,UK,2024-09-24,5,89.08,10,400.86,Bank Transfer,23,Standard
INV12141,1516,333,Sports,Spain,2024-06-25,9,54.28,0,488.52,Bank Transfer,43,Platinum
INV12142,1772,306,Electronics,Germany,2024-12-27,2,3.74,0,7.48,PayPal,57,Platinum
INV12143,1053,288,Sports,Germany,2024-05-15,1,61.01,5,57.96,PayPal,33,Gold
INV12144,1046,238,Sports,Spain,2024-01-16,3,56.86,20,136.46,PayPal,25,Standard
INV12145,1726,312,Books,Germany,2024-06-05,7,27.94,20,156.46,Card,45,Platinum
INV12146,1688,387,Sports,France,2024-02-29,3,65.22,10,176.09,Card,33,Silver
INV12147,1520,227,Home,France,2024-02-18,9,36.82,15,281.67,Card,55,Platinum
INV12148,1098,296,Fashion,UK,2024-12-30,5,46.05,20,184.2,Card,66,Gold
INV12149,1019,381,Sports,UK,2024-11-09,6,55.58,20,266.78,Card,18,Platinum
INV12150,1889,236,Electronics,France,2024-04-18,4,8.91,10,32.08,Bank Transfer,36,Silver
INV12151,1752,336,Fashion,Germany,2024-11-24,1,69.4,5,65.93,Bank Transfer,67,Standard
INV12152,1572,281,Home,France,2024-06-20,2,86.43,0,172.86,Cash,34,Gold
INV12153,1890,255,Sports,UK,2024-01-09,3,56.73,5,161.68,Bank Transfer,66,Standard
INV12154,1489,386,Electronics,Spain,2024-10-16,0,32.89,10,0.0,PayPal,45,Gold
INV12155,1418,284,Books,France,2024-01-23,0,54.36,20,0.0,Bank Transfer,61,Silver
INV12156,1689,201,Fashion,Germany,2024-02-26,7,58.18,20,325.81,PayPal,29,Gold
INV12157,1849,388,Fashion,Germany,2024-06-07,-2,5.9,5,-11.21,Bank Transfer,23,Standard
INV12158,1061,257,Books,Germany,2024-05-22,3,81.3,20,195.12,Card,24,Standard
INV12159,1144,306,Electronics,Germany,2024-02-12,1,9.15,15,7.78,Bank Transfer,25,Platinum
INV12160,1215,322,Electronics,Germany,2024-04-13,3,48.52,5,138.28,Cash,20,Standard
INV12161,1002,387,Books,UK,2024-11-16,8,16.83,15,114.44,Card,66,Platinum
INV12162,1159,367,Home,Spain,2024-05-25,8,22.73,10,163.66,Card,38,Standard
INV12163,1738,363,Electronics,Spain,2024-09-01,8,10.3,5,78.28,Cash,25,Platinum
INV12164,1997,313,Books,Spain,2024-05-05,3,18.59,20,44.62,Bank Transfer,45,Silver
INV12165,1780,306,Home,France,2024-06-11,6,35.34,20,169.63,Bank Transfer,47,Platinum
INV12166,1119,236,Sports,Germany,2024-02-16,-2,72.95,20,-116.72,Cash,49,Standard
INV12167,1892,278,Books,Germany,2024-09-25,5,87.37,5,415.01,Card,28,Silver
INV12168,1088,291,Sports,Spain,2024-07-10,-2,93.96,5,-178.52,Cash,37,Gold
INV12169,1328,217,Fashion,France,2024-08-17,5,14.81,10,66.64,PayPal,67,Standard
INV12170,1579,297,Fashion,France,2024-07-06,-2,33.18,5,-63.04,PayPal,33,Platinum
INV12171,1909,262,Books,UK,2024-03-27,-2,11.39,5,-21.64,Bank Transfer,42,Gold
INV12172,1356,349,Electronics,Spain,2024-12-27,2,7.47,0,14.94,Card,62,Platinum
INV12173,1609,338,Sports,Germany,2024-01-13,3,86.37,20,207.29,PayPal,26,Gold
